class,cap-shape,cap-surface,cap-color,bruises,odor,gill-attachment,gill-spacing,gill-size,gill-color,stalk-shape,stalk-root,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-above-ring,stalk-color-below-ring,veil-color,ring-number,ring-type,spore-print-color,population,habitat,stalk-root-null,cluster
e,f,y,n,t,a,f,c,b,n,e,r,s,y,w,w,w,o,p,k,s,g,False,4
e,b,y,y,t,a,f,c,b,g,e,c,s,s,w,w,w,o,p,k,s,m,False,4
e,b,y,w,t,a,f,c,b,g,e,c,s,s,w,w,w,o,p,k,s,g,False,4
e,x,y,n,t,l,f,c,b,n,e,r,s,y,w,w,w,o,p,n,y,p,False,5
e,f,f,g,f,n,f,c,n,p,e,e,s,s,w,w,w,o,p,n,y,u,False,0
e,x,f,g,f,n,f,c,n,g,e,e,s,s,w,w,w,o,p,k,y,u,False,5
e,b,y,y,t,l,f,c,b,n,e,c,s,s,w,w,w,o,p,k,s,g,False,4
e,x,s,y,t,l,f,c,b,n,e,c,s,s,w,w,w,o,p,k,s,m,False,4
e,b,y,w,t,l,f,c,b,k,e,c,s,s,w,w,w,o,p,n,s,g,False,4
e,x,s,w,t,a,f,c,b,g,e,c,s,s,w,w,w,o,p,k,s,m,False,4
e,b,s,y,t,a,f,c,b,g,e,c,s,s,w,w,w,o,p,n,n,m,False,4
e,x,s,y,t,a,f,c,b,k,e,c,s,s,w,w,w,o,p,k,s,m,False,4
e,x,f,g,f,n,f,w,b,p,t,e,f,f,w,w,w,o,e,k,s,g,False,2
e,f,s,y,t,a,f,w,n,p,t,b,s,s,w,w,w,o,p,n,v,d,False,4
p,x,y,w,t,p,f,c,n,p,e,e,s,s,w,w,w,o,p,k,s,g,False,4
e,x,f,w,f,n,f,w,b,k,t,e,f,s,w,w,w,o,e,k,a,g,False,2
e,b,y,w,t,a,f,c,b,w,e,c,s,s,w,w,w,o,p,k,s,g,False,4
e,x,s,y,t,l,f,w,n,w,t,b,s,s,w,w,w,o,p,n,v,d,False,4
e,b,y,w,t,a,f,c,b,n,e,c,s,s,w,w,w,o,p,k,s,g,False,4
e,x,y,w,t,l,f,c,b,g,e,c,s,s,w,w,w,o,p,k,s,g,False,4
e,x,f,n,t,n,f,c,b,p,t,b,s,s,g,p,w,o,p,n,y,d,False,5
e,b,y,w,t,l,f,c,b,k,e,c,s,s,w,w,w,o,p,n,s,m,False,4
e,x,s,y,t,l,f,c,b,g,e,c,s,s,w,w,w,o,p,n,n,m,False,4
e,f,y,n,t,a,f,c,b,p,e,r,s,y,w,w,w,o,p,k,y,g,False,0
e,x,f,w,f,n,f,w,b,n,t,e,s,s,w,w,w,o,e,n,s,g,False,2
e,x,s,y,t,l,f,c,b,w,e,c,s,s,w,w,w,o,p,k,s,g,False,4
p,x,y,w,t,p,f,c,n,n,e,e,s,s,w,w,w,o,p,n,v,g,False,4
e,x,y,y,t,l,f,c,b,n,e,c,s,s,w,w,w,o,p,k,s,g,False,4
e,x,f,w,t,a,f,w,n,p,t,b,s,s,w,w,w,o,p,n,v,d,False,4
e,b,s,y,t,a,f,c,b,g,e,c,s,s,w,w,w,o,p,n,n,g,False,4
p,x,y,w,t,p,f,c,n,k,e,e,s,s,w,w,w,o,p,k,v,u,False,4
e,x,s,y,t,a,f,w,n,w,t,b,s,s,w,w,w,o,p,n,v,d,False,4
e,x,y,w,t,a,f,c,b,k,e,c,s,s,w,w,w,o,p,k,n,m,False,4
e,x,f,w,t,l,f,w,n,n,t,b,s,s,w,w,w,o,p,n,v,d,False,4
e,f,s,w,t,l,f,w,n,w,t,b,s,s,w,w,w,o,p,n,v,d,False,4
e,x,y,y,t,l,f,c,b,k,e,c,s,s,w,w,w,o,p,n,s,m,False,4
e,f,f,y,t,a,f,w,n,w,t,b,s,s,w,w,w,o,p,u,v,d,False,0
e,x,s,w,t,a,f,c,b,w,e,c,s,s,w,w,w,o,p,k,s,g,False,4
e,b,y,y,t,a,f,c,b,n,e,c,s,s,w,w,w,o,p,k,s,m,False,4
e,x,y,n,t,l,f,c,b,p,e,r,s,y,w,w,w,o,p,n,s,p,False,4
e,b,y,w,t,l,f,c,b,k,e,c,s,s,w,w,w,o,p,k,n,g,False,4
e,x,s,y,t,a,f,c,b,n,e,c,s,s,w,w,w,o,p,n,s,m,False,4
p,x,y,n,t,p,f,c,n,n,e,e,s,s,w,w,w,o,p,n,v,u,False,4
e,b,s,y,t,l,f,c,b,w,e,c,s,s,w,w,w,o,p,k,n,g,False,4
e,b,y,w,t,a,f,c,b,g,e,c,s,s,w,w,w,o,p,k,n,g,False,4
p,x,y,n,t,p,f,c,n,w,e,e,s,s,w,w,w,o,p,k,v,u,False,4
e,b,s,w,t,l,f,c,b,n,e,c,s,s,w,w,w,o,p,k,s,m,False,4
e,b,y,y,t,l,f,c,b,w,e,c,s,s,w,w,w,o,p,n,n,m,False,4
e,b,y,y,t,a,f,c,b,n,e,c,s,s,w,w,w,o,p,k,s,g,False,4
e,x,y,w,t,l,f,c,b,g,e,c,s,s,w,w,w,o,p,n,n,g,False,4
e,x,f,n,t,n,f,c,b,p,t,b,s,s,p,w,w,o,p,k,y,d,False,5
e,x,y,n,t,a,f,c,b,w,e,r,s,y,w,w,w,o,p,k,y,g,False,4
e,b,s,y,t,l,f,c,b,n,e,c,s,s,w,w,w,o,p,n,s,g,False,4
e,x,f,g,f,n,f,c,n,g,e,e,s,s,w,w,w,o,p,n,v,u,False,5
e,x,y,n,t,l,f,c,b,n,e,r,s,y,w,w,w,o,p,k,y,g,False,4
e,x,s,w,t,a,f,c,b,k,e,c,s,s,w,w,w,o,p,n,s,g,False,4
e,b,y,w,t,a,f,c,b,n,e,c,s,s,w,w,w,o,p,k,n,g,False,4
e,x,s,y,t,a,f,c,b,g,e,c,s,s,w,w,w,o,p,k,s,m,False,4
e,f,f,y,t,a,f,w,n,p,t,b,s,s,w,w,w,o,p,n,v,d,False,0
e,b,y,y,t,l,f,c,b,g,e,c,s,s,w,w,w,o,p,n,s,g,False,4
e,x,f,n,f,n,f,w,b,n,t,e,s,f,w,w,w,o,e,n,a,g,False,2
e,x,f,y,t,l,f,w,n,n,t,b,s,s,w,w,w,o,p,n,v,d,False,4
e,x,s,y,t,a,f,c,b,n,e,c,s,s,w,w,w,o,p,n,n,m,False,4
e,f,s,g,f,n,f,w,b,n,t,e,s,f,w,w,w,o,e,k,s,g,False,2
e,x,f,n,f,n,f,c,n,g,e,e,s,s,w,w,w,o,p,n,y,u,False,5
e,f,s,g,f,n,f,w,b,h,t,e,f,f,w,w,w,o,e,n,a,g,False,2
e,f,y,n,t,a,f,c,b,p,e,r,s,y,w,w,w,o,p,n,s,p,False,4
e,b,y,w,t,a,f,c,b,k,e,c,s,s,w,w,w,o,p,n,s,g,False,4
e,b,s,y,t,a,f,c,b,k,e,c,s,s,w,w,w,o,p,k,s,m,False,4
e,x,y,y,t,l,f,c,b,w,e,r,s,y,w,w,w,o,p,k,s,p,False,4
e,s,f,g,f,n,f,c,n,g,e,e,s,s,w,w,w,o,p,n,v,u,False,0
e,f,y,n,t,a,f,c,b,p,e,r,s,y,w,w,w,o,p,n,y,p,False,0
p,x,y,n,t,p,f,c,n,k,e,e,s,s,w,w,w,o,p,k,s,u,False,4
e,x,y,y,t,a,f,c,b,p,e,r,s,y,w,w,w,o,p,n,y,p,False,4
e,x,y,y,t,a,f,c,b,w,e,c,s,s,w,w,w,o,p,n,s,g,False,4
e,x,f,n,f,n,f,w,b,h,t,e,s,f,w,w,w,o,e,n,s,g,False,2
e,x,f,n,f,n,f,w,b,p,t,e,f,f,w,w,w,o,e,k,a,g,False,2
e,f,s,n,f,n,f,w,b,k,t,e,f,s,w,w,w,o,e,k,a,g,False,2
e,f,y,n,t,a,f,c,b,n,e,r,s,y,w,w,w,o,p,n,s,p,False,4
e,x,s,y,t,a,f,c,b,w,e,c,s,s,w,w,w,o,p,k,n,g,False,4
e,f,f,n,f,n,f,c,n,p,e,e,s,s,w,w,w,o,p,k,v,u,False,0
e,x,y,y,t,a,f,c,b,w,e,r,s,y,w,w,w,o,p,n,s,p,False,4
e,x,f,y,t,a,f,w,n,p,t,b,s,s,w,w,w,o,p,u,v,d,False,4
e,b,y,y,t,a,f,c,b,g,e,c,s,s,w,w,w,o,p,n,n,g,False,4
e,x,f,g,f,n,f,w,b,n,t,e,s,s,w,w,w,o,e,k,s,g,False,2
e,x,y,y,t,a,f,c,b,w,e,r,s,y,w,w,w,o,p,n,s,g,False,4
e,f,y,n,t,l,f,c,b,n,e,r,s,y,w,w,w,o,p,k,y,g,False,0
e,x,s,y,t,a,f,c,b,w,e,c,s,s,w,w,w,o,p,k,s,m,False,4
e,s,f,n,f,n,f,c,n,n,e,e,s,s,w,w,w,o,p,n,y,u,False,0
e,x,s,w,t,a,f,c,b,k,e,c,s,s,w,w,w,o,p,k,s,m,False,4
e,b,s,w,t,l,f,c,b,n,e,c,s,s,w,w,w,o,p,k,n,g,False,4
e,s,f,n,f,n,f,c,n,k,e,e,s,s,w,w,w,o,p,k,y,u,False,0
e,b,y,y,t,l,f,c,b,n,e,c,s,s,w,w,w,o,p,n,n,m,False,4
e,x,y,y,t,l,f,c,b,k,e,c,s,s,w,w,w,o,p,n,n,g,False,4
e,b,y,y,t,a,f,c,b,k,e,c,s,s,w,w,w,o,p,n,s,g,False,4
p,x,y,n,t,p,f,c,n,p,e,e,s,s,w,w,w,o,p,k,s,u,False,4
e,x,s,w,f,n,f,w,b,k,t,e,f,s,w,w,w,o,e,n,s,g,False,2
e,x,y,w,t,a,f,c,b,w,e,c,s,s,w,w,w,o,p,k,s,m,False,4
e,b,s,w,t,a,f,c,b,g,e,c,s,s,w,w,w,o,p,n,n,g,False,4
e,x,f,n,t,n,f,c,b,n,t,b,s,s,g,w,w,o,p,n,y,d,False,5
p,x,s,n,t,p,f,c,n,w,e,e,s,s,w,w,w,o,p,n,s,u,False,4
e,x,y,n,t,l,f,c,b,w,e,r,s,y,w,w,w,o,p,k,y,p,False,5
e,x,s,n,f,n,f,w,b,n,t,e,s,s,w,w,w,o,e,k,a,g,False,2
e,b,y,y,t,l,f,c,b,n,e,c,s,s,w,w,w,o,p,k,n,m,False,4
e,x,s,y,t,a,f,c,b,w,e,c,s,s,w,w,w,o,p,n,n,m,False,4
e,b,s,y,t,a,f,c,b,n,e,c,s,s,w,w,w,o,p,n,s,m,False,4
e,x,s,y,t,l,f,c,b,g,e,c,s,s,w,w,w,o,p,k,n,m,False,4
e,b,y,w,t,a,f,c,b,n,e,c,s,s,w,w,w,o,p,n,n,g,False,4
e,x,f,g,f,n,f,c,n,k,e,e,s,s,w,w,w,o,p,n,v,u,False,5
e,f,y,n,t,a,f,c,b,w,e,r,s,y,w,w,w,o,p,k,s,g,False,4
e,x,f,g,f,n,f,w,b,h,t,e,f,f,w,w,w,o,e,n,a,g,False,2
e,x,s,w,t,l,f,c,b,k,e,c,s,s,w,w,w,o,p,n,n,m,False,4
e,x,y,y,t,l,f,c,b,w,e,c,s,s,w,w,w,o,p,n,s,m,False,4
e,x,f,g,f,n,f,c,n,n,e,e,s,s,w,w,w,o,p,k,v,u,False,5
p,x,s,n,t,p,f,c,n,p,e,e,s,s,w,w,w,o,p,n,s,u,False,4
e,b,y,w,t,l,f,c,b,w,e,c,s,s,w,w,w,o,p,n,n,g,False,4
e,b,y,w,t,a,f,c,b,n,e,c,s,s,w,w,w,o,p,k,n,m,False,4
p,x,y,n,t,p,f,c,n,p,e,e,s,s,w,w,w,o,p,n,v,u,False,4
e,b,s,y,t,l,f,c,b,w,e,c,s,s,w,w,w,o,p,n,s,m,False,4
e,x,s,w,t,l,f,c,b,k,e,c,s,s,w,w,w,o,p,n,s,m,False,4
e,x,y,y,t,l,f,c,b,n,e,c,s,s,w,w,w,o,p,k,s,m,False,4
e,b,y,y,t,l,f,c,b,n,e,c,s,s,w,w,w,o,p,n,n,g,False,4
e,x,s,w,t,a,f,c,b,g,e,c,s,s,w,w,w,o,p,n,s,m,False,4
e,x,s,w,t,a,f,c,b,g,e,c,s,s,w,w,w,o,p,k,s,g,False,4
e,x,y,n,t,l,f,c,b,w,e,r,s,y,w,w,w,o,p,n,y,p,False,5
e,x,s,w,t,a,f,c,b,w,e,c,s,s,w,w,w,o,p,n,s,m,False,4
e,x,s,n,f,n,f,w,b,n,t,e,f,f,w,w,w,o,e,k,s,g,False,2
e,x,y,n,t,l,f,c,b,n,e,r,s,y,w,w,w,o,p,n,s,p,False,4
e,x,y,y,t,l,f,c,b,n,e,r,s,y,w,w,w,o,p,k,y,g,False,4
p,x,y,n,t,p,f,c,n,k,e,e,s,s,w,w,w,o,p,k,v,g,False,4
e,b,y,y,t,a,f,c,b,w,e,c,s,s,w,w,w,o,p,n,n,g,False,4
e,x,f,w,t,l,f,w,n,p,t,b,s,s,w,w,w,o,p,u,v,d,False,4
p,x,s,n,t,p,f,c,n,w,e,e,s,s,w,w,w,o,p,k,s,u,False,4
e,x,y,y,t,l,f,c,b,k,e,c,s,s,w,w,w,o,p,k,n,g,False,4
e,f,f,g,f,n,f,w,b,h,t,e,f,f,w,w,w,o,e,n,a,g,False,2
e,x,y,w,t,l,f,c,b,n,e,c,s,s,w,w,w,o,p,k,s,g,False,4
e,b,y,w,t,a,f,c,b,w,e,c,s,s,w,w,w,o,p,n,s,m,False,4
p,x,y,n,t,p,f,c,n,p,e,e,s,s,w,w,w,o,p,n,s,u,False,4
e,f,y,n,t,l,f,c,b,w,e,r,s,y,w,w,w,o,p,k,s,g,False,4
e,x,s,w,t,l,f,c,b,n,e,c,s,s,w,w,w,o,p,n,n,m,False,4
e,x,s,w,t,a,f,w,n,n,t,b,s,s,w,w,w,o,p,n,v,d,False,4
e,f,y,n,t,a,f,c,b,n,e,r,s,y,w,w,w,o,p,n,y,p,False,0
e,b,s,w,t,a,f,c,b,k,e,c,s,s,w,w,w,o,p,n,n,m,False,4
e,x,s,w,f,n,f,w,b,p,t,e,f,f,w,w,w,o,e,k,a,g,False,2
e,f,f,g,f,n,f,c,n,n,e,e,s,s,w,w,w,o,p,n,v,u,False,0
e,x,y,w,t,a,f,c,b,g,e,c,s,s,w,w,w,o,p,n,s,g,False,4
e,x,y,y,t,l,f,c,b,n,e,r,s,y,w,w,w,o,p,n,y,g,False,4
e,b,s,y,t,l,f,c,b,g,e,c,s,s,w,w,w,o,p,n,s,g,False,4
e,b,s,y,t,l,f,c,b,w,e,c,s,s,w,w,w,o,p,k,s,g,False,4
e,f,s,w,t,l,f,w,n,n,t,b,s,s,w,w,w,o,p,n,v,d,False,4
e,b,s,w,t,a,f,c,b,w,e,c,s,s,w,w,w,o,p,k,n,m,False,4
e,x,f,y,t,a,f,w,n,n,t,b,s,s,w,w,w,o,p,u,v,d,False,4
e,x,y,w,t,l,f,c,b,g,e,c,s,s,w,w,w,o,p,n,n,m,False,4
e,b,y,y,t,l,f,c,b,k,e,c,s,s,w,w,w,o,p,n,n,m,False,4
e,x,y,n,t,a,f,c,b,p,e,r,s,y,w,w,w,o,p,n,y,p,False,5
e,x,y,w,t,l,f,c,b,n,e,c,s,s,w,w,w,o,p,k,s,m,False,4
e,x,y,w,t,l,f,c,b,g,e,c,s,s,w,w,w,o,p,k,s,m,False,4
e,x,y,y,t,a,f,c,b,p,e,r,s,y,w,w,w,o,p,k,y,p,False,4
e,x,y,w,t,l,f,c,b,n,e,c,s,s,w,w,w,o,p,k,n,m,False,4
e,x,s,y,t,l,f,c,b,w,e,c,s,s,w,w,w,o,p,k,n,m,False,4
e,x,y,n,t,l,f,c,b,p,e,r,s,y,w,w,w,o,p,k,s,g,False,4
e,x,s,w,t,l,f,c,b,n,e,c,s,s,w,w,w,o,p,n,n,g,False,4
e,f,y,n,t,l,f,c,b,n,e,r,s,y,w,w,w,o,p,k,s,g,False,4
e,b,s,w,t,l,f,c,b,w,e,c,s,s,w,w,w,o,p,k,s,m,False,4
e,x,f,n,t,n,f,c,b,n,t,b,s,s,g,p,w,o,p,n,y,d,False,5
e,x,y,w,t,l,f,c,b,k,e,c,s,s,w,w,w,o,p,n,s,m,False,4
e,b,s,w,t,l,f,c,b,g,e,c,s,s,w,w,w,o,p,k,n,g,False,4
e,b,s,y,t,l,f,c,b,g,e,c,s,s,w,w,w,o,p,k,n,m,False,4
e,x,f,y,t,l,f,w,n,p,t,b,s,s,w,w,w,o,p,n,v,d,False,4
e,b,s,w,t,l,f,c,b,g,e,c,s,s,w,w,w,o,p,n,n,m,False,4
e,x,s,g,f,n,f,w,b,h,t,e,s,f,w,w,w,o,e,k,a,g,False,2
e,b,s,w,t,a,f,c,b,k,e,c,s,s,w,w,w,o,p,n,n,g,False,4
e,b,s,y,t,l,f,c,b,w,e,c,s,s,w,w,w,o,p,k,s,m,False,4
e,f,y,y,t,a,f,c,b,n,e,r,s,y,w,w,w,o,p,k,y,p,False,0
e,f,y,n,t,a,f,c,b,w,e,r,s,y,w,w,w,o,p,n,y,p,False,0
e,x,s,w,t,a,f,c,b,k,e,c,s,s,w,w,w,o,p,n,s,m,False,4
e,f,y,y,t,l,f,c,b,n,e,r,s,y,w,w,w,o,p,n,s,g,False,4
e,b,s,w,t,a,f,c,b,g,e,c,s,s,w,w,w,o,p,k,s,g,False,4
e,x,y,y,t,a,f,c,b,w,e,c,s,s,w,w,w,o,p,n,n,m,False,4
e,x,f,n,f,n,f,c,n,k,e,e,s,s,w,w,w,o,p,k,v,u,False,5
e,f,y,n,t,a,f,c,b,p,e,r,s,y,w,w,w,o,p,n,y,g,False,0
e,x,s,w,t,a,f,c,b,g,e,c,s,s,w,w,w,o,p,k,n,m,False,4
e,x,s,y,t,l,f,c,b,g,e,c,s,s,w,w,w,o,p,k,n,g,False,4
e,b,y,y,t,l,f,c,b,g,e,c,s,s,w,w,w,o,p,k,n,g,False,4
e,f,y,y,t,a,f,c,b,w,e,r,s,y,w,w,w,o,p,n,s,p,False,4
e,x,y,y,t,l,f,c,b,g,e,c,s,s,w,w,w,o,p,k,n,g,False,4
e,x,y,w,t,a,f,c,b,w,e,c,s,s,w,w,w,o,p,k,n,m,False,4
e,f,f,w,t,a,f,w,n,n,t,b,s,s,w,w,w,o,p,u,v,d,False,0
e,s,f,g,f,n,f,c,n,k,e,e,s,s,w,w,w,o,p,k,y,u,False,0
e,f,s,y,t,l,f,w,n,n,t,b,s,s,w,w,w,o,p,n,v,d,False,4
e,f,f,g,f,n,f,c,n,k,e,e,s,s,w,w,w,o,p,k,y,u,False,0
e,x,f,n,f,n,f,c,n,p,e,e,s,s,w,w,w,o,p,n,y,u,False,5
e,b,y,w,t,a,f,c,b,w,e,c,s,s,w,w,w,o,p,n,n,g,False,4
e,x,s,w,t,a,f,w,n,p,t,b,s,s,w,w,w,o,p,n,v,d,False,4
e,b,y,y,t,l,f,c,b,n,e,c,s,s,w,w,w,o,p,k,s,m,False,4
e,b,y,y,t,a,f,c,b,k,e,c,s,s,w,w,w,o,p,k,s,m,False,4
e,b,y,y,t,l,f,c,b,g,e,c,s,s,w,w,w,o,p,k,s,g,False,4
e,f,s,w,t,l,f,w,n,p,t,b,s,s,w,w,w,o,p,u,v,d,False,4
e,f,f,g,f,n,f,c,n,g,e,e,s,s,w,w,w,o,p,k,y,u,False,0
e,f,s,w,t,a,f,w,n,w,t,b,s,s,w,w,w,o,p,n,v,d,False,4
e,f,y,y,t,a,f,c,b,p,e,r,s,y,w,w,w,o,p,k,y,g,False,4
e,x,y,w,t,l,f,c,b,w,e,c,s,s,w,w,w,o,p,n,s,m,False,4
e,s,f,n,f,n,f,c,n,p,e,e,s,s,w,w,w,o,p,n,y,u,False,0
e,x,y,n,t,l,f,c,b,n,e,r,s,y,w,w,w,o,p,k,s,p,False,4
e,x,y,n,t,a,f,c,b,n,e,r,s,y,w,w,w,o,p,k,s,p,False,4
e,f,f,y,t,a,f,w,n,n,t,b,s,s,w,w,w,o,p,u,v,d,False,0
p,f,s,n,t,p,f,c,n,p,e,e,s,s,w,w,w,o,p,n,s,g,False,4
p,x,s,n,t,p,f,c,n,k,e,e,s,s,w,w,w,o,p,n,v,u,False,4
e,f,y,n,t,l,f,c,b,w,e,r,s,y,w,w,w,o,p,n,s,p,False,4
e,x,y,y,t,a,f,c,b,w,e,r,s,y,w,w,w,o,p,k,s,g,False,4
e,b,s,y,t,a,f,c,b,k,e,c,s,s,w,w,w,o,p,n,n,m,False,4
e,f,f,w,f,n,f,w,b,h,t,e,f,s,w,w,w,o,e,n,a,g,False,2
e,f,y,n,t,a,f,c,b,p,e,r,s,y,w,w,w,o,p,n,s,g,False,4
e,x,y,w,t,a,f,c,b,n,e,c,s,s,w,w,w,o,p,n,s,g,False,4
e,b,s,y,t,l,f,c,b,w,e,c,s,s,w,w,w,o,p,k,n,m,False,4
e,x,s,y,t,a,f,c,b,w,e,c,s,s,w,w,w,o,p,n,n,g,False,4
e,b,y,y,t,a,f,c,b,g,e,c,s,s,w,w,w,o,p,k,n,g,False,4
e,x,s,w,t,l,f,c,b,g,e,c,s,s,w,w,w,o,p,k,n,m,False,4
e,b,s,y,t,a,f,c,b,w,e,c,s,s,w,w,w,o,p,k,s,m,False,4
e,b,y,y,t,a,f,c,b,w,e,c,s,s,w,w,w,o,p,n,s,g,False,4
p,x,s,n,t,p,f,c,n,n,e,e,s,s,w,w,w,o,p,n,v,g,False,4
e,x,s,g,f,n,f,w,b,p,t,e,s,s,w,w,w,o,e,n,s,g,False,2
e,f,s,n,f,n,f,w,b,p,t,e,f,s,w,w,w,o,e,n,a,g,False,2
e,x,f,w,t,a,f,w,n,n,t,b,s,s,w,w,w,o,p,n,v,d,False,4
e,f,f,g,f,n,f,c,n,p,e,e,s,s,w,w,w,o,p,n,v,u,False,0
e,f,f,n,f,n,f,c,n,k,e,e,s,s,w,w,w,o,p,n,y,u,False,0
e,b,y,y,t,a,f,c,b,k,e,c,s,s,w,w,w,o,p,k,s,g,False,4
e,x,f,w,t,a,f,w,n,n,t,b,s,s,w,w,w,o,p,u,v,d,False,4
e,s,f,g,f,n,f,c,n,n,e,e,s,s,w,w,w,o,p,n,v,u,False,0
e,x,f,n,f,n,f,c,n,k,e,e,s,s,w,w,w,o,p,n,v,u,False,5
e,x,f,w,f,n,f,w,b,h,t,e,f,s,w,w,w,o,e,n,a,g,False,2
e,x,y,n,t,l,f,c,b,n,e,r,s,y,w,w,w,o,p,k,y,p,False,5
e,b,s,y,t,a,f,c,b,k,e,c,s,s,w,w,w,o,p,k,n,g,False,4
e,x,y,w,t,l,f,c,b,k,e,c,s,s,w,w,w,o,p,k,s,g,False,4
e,x,y,y,t,a,f,c,b,k,e,c,s,s,w,w,w,o,p,n,n,g,False,4
e,x,s,w,t,l,f,c,b,w,e,c,s,s,w,w,w,o,p,k,n,m,False,4
e,b,s,w,t,l,f,c,b,n,e,c,s,s,w,w,w,o,p,k,s,g,False,4
e,f,y,y,t,a,f,c,b,p,e,r,s,y,w,w,w,o,p,n,y,p,False,0
p,x,s,n,t,p,f,c,n,n,e,e,s,s,w,w,w,o,p,n,s,u,False,4
e,f,f,g,f,n,f,c,n,n,e,e,s,s,w,w,w,o,p,k,y,u,False,0
e,b,s,y,t,l,f,c,b,w,e,c,s,s,w,w,w,o,p,n,s,g,False,4
e,f,y,n,t,a,f,c,b,w,e,r,s,y,w,w,w,o,p,n,s,p,False,4
e,x,s,y,t,a,f,c,b,k,e,c,s,s,w,w,w,o,p,n,s,m,False,4
e,x,f,n,f,n,f,c,n,k,e,e,s,s,w,w,w,o,p,k,y,u,False,5
e,f,y,y,t,a,f,c,b,w,e,r,s,y,w,w,w,o,p,n,y,p,False,0
e,x,y,n,t,a,f,c,b,n,e,r,s,y,w,w,w,o,p,n,y,p,False,5
e,x,s,w,t,a,f,c,b,n,e,c,s,s,w,w,w,o,p,k,s,g,False,4
p,x,y,w,t,p,f,c,n,n,e,e,s,s,w,w,w,o,p,k,s,g,False,4
e,f,y,n,t,l,f,c,b,w,e,r,s,y,w,w,w,o,p,k,y,p,False,0
p,f,s,n,t,p,f,c,n,k,e,e,s,s,w,w,w,o,p,k,s,g,False,4
e,x,f,w,f,n,f,w,b,k,t,e,f,s,w,w,w,o,e,k,s,g,False,2
e,b,y,w,t,a,f,c,b,k,e,c,s,s,w,w,w,o,p,k,s,m,False,4
e,s,f,n,f,n,f,c,n,p,e,e,s,s,w,w,w,o,p,k,v,u,False,0
e,x,y,y,t,l,f,c,b,g,e,c,s,s,w,w,w,o,p,n,s,m,False,4
e,f,s,w,t,a,f,w,n,p,t,b,s,s,w,w,w,o,p,u,v,d,False,4
e,x,s,y,t,a,f,c,b,n,e,c,s,s,w,w,w,o,p,k,s,m,False,4
e,f,f,g,f,n,f,w,b,p,t,e,s,f,w,w,w,o,e,k,s,g,False,2
p,x,y,w,t,p,f,c,n,n,e,e,s,s,w,w,w,o,p,n,s,g,False,4
e,x,y,y,t,a,f,c,b,p,e,r,s,y,w,w,w,o,p,k,s,g,False,4
e,f,f,n,f,n,f,w,b,n,t,e,s,s,w,w,w,o,e,k,a,g,False,2
e,x,s,w,t,a,f,c,b,w,e,c,s,s,w,w,w,o,p,k,s,m,False,4
e,b,y,y,t,l,f,c,b,g,e,c,s,s,w,w,w,o,p,n,s,m,False,4
e,f,f,g,f,n,f,c,n,g,e,e,s,s,w,w,w,o,p,n,v,u,False,0
e,x,f,y,t,l,f,w,n,p,t,b,s,s,w,w,w,o,p,u,v,d,False,4
e,x,s,y,t,a,f,c,b,g,e,c,s,s,w,w,w,o,p,n,n,m,False,4
e,f,f,n,f,n,f,c,n,n,e,e,s,s,w,w,w,o,p,n,y,u,False,0
e,x,f,g,f,n,f,w,b,h,t,e,f,s,w,w,w,o,e,n,s,g,False,2
e,x,y,y,t,l,f,c,b,p,e,r,s,y,w,w,w,o,p,k,s,p,False,4
e,f,s,w,t,l,f,w,n,p,t,b,s,s,w,w,w,o,p,n,v,d,False,4
e,x,s,y,t,l,f,c,b,k,e,c,s,s,w,w,w,o,p,k,s,g,False,4
e,f,y,y,t,a,f,c,b,p,e,r,s,y,w,w,w,o,p,k,y,p,False,0
p,x,y,n,t,p,f,c,n,k,e,e,s,s,w,w,w,o,p,k,v,u,False,4
e,x,f,w,t,l,f,w,n,w,t,b,s,s,w,w,w,o,p,u,v,d,False,4
e,x,s,w,t,l,f,c,b,w,e,c,s,s,w,w,w,o,p,k,n,g,False,4
e,x,y,y,t,a,f,c,b,g,e,c,s,s,w,w,w,o,p,n,n,m,False,4
e,b,s,y,t,a,f,c,b,g,e,c,s,s,w,w,w,o,p,n,s,g,False,4
e,x,s,y,t,a,f,w,n,w,t,b,s,s,w,w,w,o,p,u,v,d,False,4
e,x,s,y,t,a,f,w,n,n,t,b,s,s,w,w,w,o,p,u,v,d,False,4
e,x,f,w,f,n,f,w,b,n,t,e,f,s,w,w,w,o,e,k,s,g,False,2
e,b,s,w,t,a,f,c,b,w,e,c,s,s,w,w,w,o,p,n,s,m,False,4
p,x,y,w,t,p,f,c,n,w,e,e,s,s,w,w,w,o,p,k,v,g,False,4
e,x,y,y,t,a,f,c,b,g,e,c,s,s,w,w,w,o,p,n,n,g,False,4
e,f,s,g,f,n,f,w,b,k,t,e,s,f,w,w,w,o,e,k,s,g,False,2
p,x,s,n,t,p,f,c,n,n,e,e,s,s,w,w,w,o,p,n,s,g,False,4
e,b,y,w,t,a,f,c,b,w,e,c,s,s,w,w,w,o,p,k,n,m,False,4
e,x,s,w,t,a,f,c,b,k,e,c,s,s,w,w,w,o,p,k,n,m,False,4
e,f,f,y,t,l,f,w,n,n,t,b,s,s,w,w,w,o,p,n,v,d,False,0
e,x,s,y,t,a,f,c,b,k,e,c,s,s,w,w,w,o,p,k,n,g,False,4
